Country,Site,Time_Period,Absolute_Time,Unique,Culture,Reference,Species,Species_Sum,Percentage,Abundance,Absolute,Stetigkeit_(%_der_Fundplätze),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes,...18
G,Southern North Sea Coast,LBA,1100-600,1,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,31.6,NA,NA,x,xxxx,xx,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Hordeum vulgare nudum,Hordeum vulgare nudum,NA,19.8,NA,NA,x,xx,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum dicoccum,Triticum dicoccum,NA,17.1,NA,NA,x,xx,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum monococcum,Triticum monococcum,NA,6.6,NA,NA,x,x,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Triticum aest/dur/turg,Triticum aest/dur/turg,NA,6.1,NA,NA,x,x,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Panicum miliaceum,Panicum miliaceum,NA,8.4,NA,NA,x,x,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Avena sp.,Avena sp.,NA,8.2,NA,NA,x,x,x,NA,NA
G,Southern North Sea Coast,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 30",Avena sativa,Avena sativa,NA,2.1,NA,NA,x,x,x,NA,NA
G,Southern Scandinavia/North Sea Coast,LBA,1100-600,NA,Unknown,Stika/Heiss 2014,Vicia faba,Vicia faba,NA,NA,5,NA,x,x,x,NA,NA
G,Southern Scandinavia/North Sea Coast,LBA,1100-600,NA,Unknown,Stika/Heiss 2014,Camelina sativa,Camelina sativa,NA,NA,25,NA,x,x,xx,NA,NA
G,Southern Scandinavia/North Sea Coast,LBA,1100-600,NA,Unknown,Stika/Heiss 2014,Linum usitatissimum,Linum usitatissimum,NA,NA,22,NA,x,x,xx,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Hordeum vulgare,Hordeum vulgare,NA,NA,>100,NA,x,xxx,xx,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Hordeum vulgare nudum,Hordeum vulgare nudum,NA,NA,1-2,NA,x,x,x,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Avena sativa,Avena sativa,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Avena fatua,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Avena sp.,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Triticum dicoccum,Triticum dicoccum,NA,NA,>100,NA,x,xxx,xx,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Triticum monococcum,Triticum monococcum,NA,NA,1-2,NA,x,x,x,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Triticum spelta,Triticum spelta,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Triticum aestivum s.l.,Triticum aestivum s.l.,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Secale cereale,Secale cereale,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Panicum miliaceum,Panicum miliaceum,NA,NA,<=100,NA,x,xx,x,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Linum usitatissimum,Linum usitatissimum,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Camelina sativa,Camelina sativa,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Vicia faba var. Minor,Vicia faba var. Minor,NA,NA,0,NA,0,0,0,NA,NA
G,Harkenbleck/Ldkr. Hannover,LBA,1000-900,NA,Unknown,Kučan 2007,Pisum sativum,Pisum sativum,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,1,Unknown,Kučan 2007,Hordeum vulgare,Hordeum vulgare,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Hordeum vulgare nudum,Hordeum vulgare nudum,NA,NA,1-2,NA,x,x,x,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Avena sativa,Avena sativa,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Avena fatua,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Avena sp.,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Triticum dicoccum,Triticum dicoccum,NA,NA,<=50,NA,x,x,x,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Triticum monococcum,Triticum monococcum,NA,NA,>100,NA,x,xxx,xxx,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Triticum spelta,Triticum spelta,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Triticum aestivum s.l.,Triticum aestivum s.l.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Secale cereale,Secale cereale,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Panicum miliaceum,Panicum miliaceum,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Linum usitatissimum,Linum usitatissimum,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Camelina sativa,Camelina sativa,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Vicia faba var. Minor,Vicia faba var. Minor,NA,NA,0,NA,0,0,0,NA,NA
NL,"Elp 45/Prov. Drenthe, NL",LBA,1000-900,NA,Unknown,Kučan 2007,Pisum sativum,Pisum sativum,NA,NA,0,NA,0,0,0,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,18.8,NA,NA,x,xx,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Hordeum vulgare nudum,Hordeum vulgare nudum,NA,29.1,NA,NA,x,xxxx,xx,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Triticum dicoccum,Triticum dicoccum,NA,27.5,NA,NA,x,xxx,xx,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Triticum monococcum,Triticum monococcum,NA,3.1,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Triticum cf. Spelta,Triticum cf. Spelta,NA,0.6,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Triticum aest/dur/turg,Triticum aest/dur/turg,NA,0.3,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Panicum miliaceum,Panicum miliaceum,NA,5.1,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Avena sp.,Avena sp.,NA,8.7,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Avena fatua,Avena sp.,NA,6.1,NA,NA,x,x,x,NA,NA
NL,Netherlands,LBA,1100-600,NA,Unknown,"Effenberger 2018, Abb. 33",Secale cereale,Secale cereale,NA,0.6,NA,NA,x,x,x,NA,NA
NL,Peppingen-Keitzenberg,LBA,1100-600,NA,Unknown,"de Hingh 2000, Table 11.1",Quercus sp.,Quercus sp.,NA,NA,1-10,NA,NA,x,xxxx,NA,NA
G,Moers-Hulsdonk,LBA,1100-600,NA,Unknown,"de Hingh 2000, Table 11.1",Quercus sp.,Quercus sp.,NA,NA,100-1000,NA,NA,xxx,x,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,1,Unknown,Kučan 2007,Hordeum vulgare,Hordeum vulgare,NA,NA,>100,NA,x,xxx,xx,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Hordeum vulgare nudum,Hordeum vulgare nudum,NA,NA,>100,NA,x,xxx,xx,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Avena sativa,Avena sativa,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Avena fatua,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Avena sp.,Avena sp.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Triticum dicoccum,Triticum dicoccum,NA,NA,<=50,NA,x,x,x,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Triticum monococcum,Triticum monococcum,NA,NA,>100,NA,x,xxx,xx,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Triticum spelta,Triticum spelta,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Triticum aestivum s.l.,Triticum aestivum s.l.,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Secale cereale,Secale cereale,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Panicum miliaceum,Panicum miliaceum,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Linum usitatissimum,Linum usitatissimum,NA,NA,<=50,NA,x,x,x,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Camelina sativa,Camelina sativa,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Vicia faba var. Minor,Vicia faba var. Minor,NA,NA,0,NA,0,0,0,NA,NA
NL,"Angelsloo 84, Emmen/Prov. Drenthe, NL",LBA – IA,900-600,NA,Unknown,Kučan 2007,Pisum sativum,Pisum sativum,NA,NA,0,NA,0,0,0,NA,NA
